"","Dem_poll","Rep_poll","Undecided","sample_size","mean_days_to_election","start_days_to_election","end_days_to_election","state","year","state_year","pollster","state_year_id","pollster2","year_id","result_margin6","rmargin_year","rmargin_year_id","pollster_grp","pollster_id"
"411",42,41,7,924,21.5,22,21,"north-carolina",2016,"north-carolina_2016","Lucid/TheTimesPicayune",43,"Lucid/TheTimesPicayune",4,"Close margin","Close margin 2016",4,"Lucid/TheTimesPicayune",15
"412",45,43,6,600,23.5,25,22,"north-carolina",2016,"north-carolina_2016","Civitas(R)",43,"Civitas/TelOpinionResearch",4,"Close margin","Close margin 2016",4,"0_None",1
"413",46,44,4,651,23.5,25,22,"north-carolina",2016,"north-carolina_2016","SurveyUSA/TWCNewsNorthCarolina",43,"SurveyUSA",4,"Close margin","Close margin 2016",4,"SurveyUSA",33
"414",51,43,7,1191,27,31,23,"north-carolina",2016,"north-carolina_2016","WashPost/SurveyMonkey",43,"SurveyMonkey",4,"Close margin","Close margin 2016",4,"SurveyMonkey",32
"415",48,47,0,788,26.5,29,24,"north-carolina",2016,"north-carolina_2016","CNN",43,"CNN",4,"Close margin","Close margin 2016",4,"CNN",4
"416",46,42,12,2059,36,46,26,"north-carolina",2016,"north-carolina_2016","Ipsos/Reuters",43,"Ipsos",4,"Close margin","Close margin 2016",4,"Ipsos",12
"417",48,43,3,743,28,29,27,"north-carolina",2016,"north-carolina_2016","NBC/WSJ/Marist",43,"MaristCollege",4,"Close margin","Close margin 2016",4,"MaristCollege",16
"418",45,43,7,500,28,29,27,"north-carolina",2016,"north-carolina_2016","Suffolk",43,"SuffolkUniversity",4,"Close margin","Close margin 2016",4,"SuffolkUniversity",31
"419",43,42,6,479,35.5,38,33,"north-carolina",2016,"north-carolina_2016","HighPointUniversity",43,"HighPointUniversity",4,"Close margin","Close margin 2016",4,"0_None",1
"420",44,43,13,600,43,53,33,"north-carolina",2016,"north-carolina_2016","Ipsos/Reuters",43,"Ipsos",4,"Close margin","Close margin 2016",4,"Ipsos",12
"421",44,42,3,2246,4,7,1,"wisconsin",2016,"wisconsin_2016","SurveyMonkey",44,"SurveyMonkey",4,"Close margin","Close margin 2016",4,"SurveyMonkey",32
"422",46,40,14,842,12,22,2,"wisconsin",2016,"wisconsin_2016","Ipsos/Reuters",44,"Ipsos",4,"Close margin","Close margin 2016",4,"Ipsos",12
"423",49,41,4,2720,6.5,7,6,"wisconsin",2016,"wisconsin_2016","RemingtonResearchGroup(R)/AxiomStrategies",44,"RemingtonResearchGroup(R)/AxiomStrategies",4,"Close margin","Close margin 2016",4,"RemingtonResearchGroup(R)/AxiomStrategies",26
"424",44,38,9,500,7.5,8,7,"wisconsin",2016,"wisconsin_2016","LorasCollege",44,"LorasCollege",4,"Close margin","Close margin 2016",4,"0_None",1
"425",48,41,10,891,7.5,8,7,"wisconsin",2016,"wisconsin_2016","PPP(DCenterforAmericanProgressActionFund)",44,"PublicPolicyPolling",4,"Close margin","Close margin 2016",4,"PublicPolicyPolling",22
"426",46,40,4,1255,10.5,13,8,"wisconsin",2016,"wisconsin_2016","MarquetteLawSchool",44,"MarquetteLawSchool",4,"Close margin","Close margin 2016",4,"0_None",1
"427",44,42,3,1195,11,14,8,"wisconsin",2016,"wisconsin_2016","SurveyMonkey",44,"SurveyMonkey",4,"Close margin","Close margin 2016",4,"SurveyMonkey",32
"428",46,42,5,1772,9,9,9,"wisconsin",2016,"wisconsin_2016","RemingtonResearchGroup(R)/AxiomStrategies",44,"RemingtonResearchGroup(R)/AxiomStrategies",4,"Close margin","Close margin 2016",4,"RemingtonResearchGroup(R)/AxiomStrategies",26
"429",43,41,3,1351,18,21,15,"wisconsin",2016,"wisconsin_2016","SurveyMonkey",44,"SurveyMonkey",4,"Close margin","Close margin 2016",4,"SurveyMonkey",32
"430",46,41,6,1795,18,19,17,"wisconsin",2016,"wisconsin_2016","RemingtonResearchGroup(R)/AxiomStrategies",44,"RemingtonResearchGroup(R)/AxiomStrategies",4,"Close margin","Close margin 2016",4,"RemingtonResearchGroup(R)/AxiomStrategies",26
"431",50,38,12,804,20.5,21,20,"wisconsin",2016,"wisconsin_2016","PPP(DEndCitizensUnited)",44,"PublicPolicyPolling",4,"Close margin","Close margin 2016",4,"PublicPolicyPolling",22
"432",47,40,5,403,22.5,24,21,"wisconsin",2016,"wisconsin_2016","MonmouthUniversity",44,"MonmouthUniversity",4,"Close margin","Close margin 2016",4,"MonmouthUniversity",19
"433",47,39,7,664,24.5,26,23,"wisconsin",2016,"wisconsin_2016","StNorbert",44,"StNorbertCollege",4,"Close margin","Close margin 2016",4,"0_None",1
"434",48,44,8,1076,27,31,23,"wisconsin",2016,"wisconsin_2016","WashPost/SurveyMonkey",44,"SurveyMonkey",4,"Close margin","Close margin 2016",4,"SurveyMonkey",32
"435",42,37,21,810,36,46,26,"wisconsin",2016,"wisconsin_2016","Ipsos/Reuters",44,"Ipsos",4,"Close margin","Close margin 2016",4,"Ipsos",12
"436",46,42,4,878,31.5,33,30,"wisconsin",2016,"wisconsin_2016","MarquetteLawSchool",44,"MarquetteLawSchool",4,"Close margin","Close margin 2016",4,"0_None",1
"437",43,39,11,993,33,34,32,"wisconsin",2016,"wisconsin_2016","CBS/YouGov",44,"youGov",4,"Close margin","Close margin 2016",4,"youGov",39
"438",46,42,12,866,43,53,33,"wisconsin",2016,"wisconsin_2016","Ipsos/Reuters",44,"Ipsos",4,"Close margin","Close margin 2016",4,"Ipsos",12
"439",47,37,9,500,34.5,35,34,"wisconsin",2016,"wisconsin_2016","LorasCollege",44,"LorasCollege",4,"Close margin","Close margin 2016",4,"0_None",1
"440",42,45,3,2860,4,7,1,"ohio",2016,"ohio_2016","SurveyMonkey",45,"SurveyMonkey",4,"Strong Dem.","Strong Dem. 2016",8,"SurveyMonkey",32
"441",47,46,7,775,12,22,2,"ohio",2016,"ohio_2016","Ipsos/Reuters",45,"Ipsos",4,"Strong Dem.","Strong Dem. 2016",8,"Ipsos",12
"442",45,46,2,1189,5,6,4,"ohio",2016,"ohio_2016","CBS/YouGov",45,"youGov",4,"Strong Dem.","Strong Dem. 2016",8,"youGov",39
"443",40,43,2,1194,6.5,8,5,"ohio",2016,"ohio_2016","TargetSmart/William&Mary",45,"TargetSmart/William&Mary",4,"Strong Dem.","Strong Dem. 2016",8,"0_None",1
"444",44,45,3,2557,6.5,7,6,"ohio",2016,"ohio_2016","RemingtonResearchGroup(R)/AxiomStrategies",45,"RemingtonResearchGroup(R)/AxiomStrategies",4,"Strong Dem.","Strong Dem. 2016",8,"RemingtonResearchGroup(R)/AxiomStrategies",26
"445",41,46,5,589,9.5,12,7,"ohio",2016,"ohio_2016","Quinnipiac",45,"Quinnipiac",4,"Strong Dem.","Strong Dem. 2016",8,"Quinnipiac",24
"446",40,45,4,1823,11,14,8,"ohio",2016,"ohio_2016","SurveyMonkey",45,"SurveyMonkey",4,"Strong Dem.","Strong Dem. 2016",8,"SurveyMonkey",32
"447",43,48,5,1187,9,9,9,"ohio",2016,"ohio_2016","RemingtonResearchGroup(R)/AxiomStrategies",45,"RemingtonResearchGroup(R)/AxiomStrategies",4,"Strong Dem.","Strong Dem. 2016",8,"RemingtonResearchGroup(R)/AxiomStrategies",26
"448",40,45,4,1951,18,21,15,"ohio",2016,"ohio_2016","SurveyMonkey",45,"SurveyMonkey",4,"Strong Dem.","Strong Dem. 2016",8,"SurveyMonkey",32
"449",42,46,6,1971,18,19,17,"ohio",2016,"ohio_2016","RemingtonResearchGroup(R)/AxiomStrategies",45,"RemingtonResearchGroup(R)/AxiomStrategies",4,"Strong Dem.","Strong Dem. 2016",8,"RemingtonResearchGroup(R)/AxiomStrategies",26
"450",45,45,6,500,21,22,20,"ohio",2016,"ohio_2016","Suffolk",45,"SuffolkUniversity",4,"Strong Dem.","Strong Dem. 2016",8,"SuffolkUniversity",31
"451",45,45,2,624,26,29,23,"ohio",2016,"ohio_2016","Quinnipiac",45,"Quinnipiac",4,"Strong Dem.","Strong Dem. 2016",8,"Quinnipiac",24
"452",46,48,6,1307,27,31,23,"ohio",2016,"ohio_2016","WashPost/SurveyMonkey",45,"SurveyMonkey",4,"Strong Dem.","Strong Dem. 2016",8,"SurveyMonkey",32
"453",44,48,0,774,26.5,29,24,"ohio",2016,"ohio_2016","CNN",45,"CNN",4,"Strong Dem.","Strong Dem. 2016",8,"CNN",4
"454",42,43,15,2192,36,46,26,"ohio",2016,"ohio_2016","Ipsos/Reuters",45,"Ipsos",4,"Strong Dem.","Strong Dem. 2016",8,"Ipsos",12
"455",45,45,3,724,28,29,27,"ohio",2016,"ohio_2016","NBC/WSJ/Marist",45,"MaristCollege",4,"Strong Dem.","Strong Dem. 2016",8,"MaristCollege",16
"456",44,41,7,1200,30,33,27,"ohio",2016,"ohio_2016","Ipsos/Reuters",45,"Ipsos",4,"Strong Dem.","Strong Dem. 2016",8,"Ipsos",12
"457",48,38,14,1152,29,30,28,"ohio",2016,"ohio_2016","BaldwinWallaceUniversity",45,"BaldwinWallaceUniversity",4,"Strong Dem.","Strong Dem. 2016",8,"0_None",1
"458",44,39,9,1304,30.5,32,29,"ohio",2016,"ohio_2016","Lucid/TheTimesPicayune",45,"Lucid/TheTimesPicayune",4,"Strong Dem.","Strong Dem. 2016",8,"Lucid/TheTimesPicayune",15
"459",46,42,3,997,33,34,32,"ohio",2016,"ohio_2016","CBS/YouGov",45,"youGov",4,"Strong Dem.","Strong Dem. 2016",8,"youGov",39
"460",44,43,6,782,33.5,34,33,"ohio",2016,"ohio_2016","PPP(D)",45,"PublicPolicyPolling",4,"Strong Dem.","Strong Dem. 2016",8,"PublicPolicyPolling",22
"461",43,40,5,812,34.5,36,33,"ohio",2016,"ohio_2016","TargetSmart/William&Mary",45,"TargetSmart/William&Mary",4,"Strong Dem.","Strong Dem. 2016",8,"0_None",1
"462",46,43,11,822,43,53,33,"ohio",2016,"ohio_2016","Ipsos/Reuters",45,"Ipsos",4,"Strong Dem.","Strong Dem. 2016",8,"Ipsos",12
"463",44,42,6,405,36.5,38,35,"ohio",2016,"ohio_2016","MonmouthUniversity",45,"MonmouthUniversity",4,"Strong Dem.","Strong Dem. 2016",8,"MonmouthUniversity",19
"464",46,43,3,2845,4,7,1,"pennsylvania",2016,"pennsylvania_2016","SurveyMonkey",46,"SurveyMonkey",4,"Close margin","Close margin 2016",4,"SurveyMonkey",32
"465",48,45,7,955,12,22,2,"pennsylvania",2016,"pennsylvania_2016","Ipsos/Reuters",46,"Ipsos",4,"Close margin","Close margin 2016",4,"Ipsos",12
"466",45,43,4,931,4,5,3,"pennsylvania",2016,"pennsylvania_2016","CBS/YouGov",46,"youGov",4,"Close margin","Close margin 2016",4,"youGov",39
"467",48,42,3,405,6.5,9,4,"pennsylvania",2016,"pennsylvania_2016","Muhlenberg/MorningCall",46,"MuhlenbergCollege",4,"Close margin","Close margin 2016",4,"MuhlenbergCollege",20
"468",46,45,3,2683,6.5,7,6,"pennsylvania",2016,"pennsylvania_2016","RemingtonResearchGroup(R)/AxiomStrategies",46,"RemingtonResearchGroup(R)/AxiomStrategies",4,"Close margin","Close margin 2016",4,"RemingtonResearchGroup(R)/AxiomStrategies",26
"469",47,45,3,1016,6.5,7,6,"pennsylvania",2016,"pennsylvania_2016","GravisMarketing/Breitbart",46,"GravisMarketing",4,"Close margin","Close margin 2016",4,"GravisMarketing",9
"470",48,44,8,1050,7.5,8,7,"pennsylvania",2016,"pennsylvania_2016","PPP(DCenterforAmericanProgressActionFund)",46,"PublicPolicyPolling",4,"Close margin","Close margin 2016",4,"PublicPolicyPolling",22
"471",45,43,6,681,7.5,8,7,"pennsylvania",2016,"pennsylvania_2016","Susquehanna(R)/ABC27News",46,"Susquehanna",4,"Close margin","Close margin 2016",4,"0_None",1
"472",48,44,3,403,8.5,10,7,"pennsylvania",2016,"pennsylvania_2016","MonmouthUniversity",46,"MonmouthUniversity",4,"Close margin","Close margin 2016",4,"MonmouthUniversity",19
"473",48,43,2,612,9.5,12,7,"pennsylvania",2016,"pennsylvania_2016","Quinnipiac",46,"Quinnipiac",4,"Close margin","Close margin 2016",4,"Quinnipiac",24
"474",48,44,1,799,9.5,12,7,"pennsylvania",2016,"pennsylvania_2016","CNN",46,"CNN",4,"Close margin","Close margin 2016",4,"CNN",4
"475",49,41,2,2255,11,14,8,"pennsylvania",2016,"pennsylvania_2016","SurveyMonkey",46,"SurveyMonkey",4,"Close margin","Close margin 2016",4,"SurveyMonkey",32
"476",45,43,6,1249,9,9,9,"pennsylvania",2016,"pennsylvania_2016","RemingtonResearchGroup(R)/AxiomStrategies",46,"RemingtonResearchGroup(R)/AxiomStrategies",4,"Close margin","Close margin 2016",4,"RemingtonResearchGroup(R)/AxiomStrategies",26
"477",49,38,7,652,11,13,9,"pennsylvania",2016,"pennsylvania_2016","FranklinandMarshallCollege",46,"FranklinandMarshallCollege",4,"Close margin","Close margin 2016",4,"0_None",1
"478",48,40,2,1091,12,13,11,"pennsylvania",2016,"pennsylvania_2016","CBS/YouGov",46,"youGov",4,"Close margin","Close margin 2016",4,"youGov",39
"479",46,41,3,420,16,19,13,"pennsylvania",2016,"pennsylvania_2016","Muhlenberg/MorningCall",46,"MuhlenbergCollege",4,"Close margin","Close margin 2016",4,"MuhlenbergCollege",20
"480",46,39,6,824,15,16,14,"pennsylvania",2016,"pennsylvania_2016","NYTUpshot/Siena",46,"SienaResearchInstitute",4,"Close margin","Close margin 2016",4,"SienaResearchInstitute",29
"481",48,42,2,2131,18,21,15,"pennsylvania",2016,"pennsylvania_2016","SurveyMonkey",46,"SurveyMonkey",4,"Close margin","Close margin 2016",4,"SurveyMonkey",32
"482",45,42,7,1997,18,19,17,"pennsylvania",2016,"pennsylvania_2016","RemingtonResearchGroup(R)/AxiomStrategies",46,"RemingtonResearchGroup(R)/AxiomStrategies",4,"Close margin","Close margin 2016",4,"RemingtonResearchGroup(R)/AxiomStrategies",26
"483",45,39,9,1467,27.5,33,22,"pennsylvania",2016,"pennsylvania_2016","Ipsos/Reuters",46,"Ipsos",4,"Close margin","Close margin 2016",4,"Ipsos",12
"484",47,41,4,660,26,29,23,"pennsylvania",2016,"pennsylvania_2016","Quinnipiac",46,"Quinnipiac",4,"Close margin","Close margin 2016",4,"Quinnipiac",24
"485",51,42,7,1449,27,31,23,"pennsylvania",2016,"pennsylvania_2016","WashPost/SurveyMonkey",46,"SurveyMonkey",4,"Close margin","Close margin 2016",4,"SurveyMonkey",32
"486",46,42,12,2271,36,46,26,"pennsylvania",2016,"pennsylvania_2016","Ipsos/Reuters",46,"Ipsos",4,"Close margin","Close margin 2016",4,"Ipsos",12
"487",51,42,4,806,30,32,28,"pennsylvania",2016,"pennsylvania_2016","Bloomberg/Selzer",46,"Selzer&Co",4,"Close margin","Close margin 2016",4,"Selzer&Co",28
"488",47,38,7,1457,30.5,32,29,"pennsylvania",2016,"pennsylvania_2016","Lucid/TheTimesPicayune",46,"Lucid/TheTimesPicayune",4,"Close margin","Close margin 2016",4,"Lucid/TheTimesPicayune",15
"489",44,40,8,764,32.5,35,30,"pennsylvania",2016,"pennsylvania_2016","Susquehanna(R)/ABC27News",46,"Susquehanna",4,"Close margin","Close margin 2016",4,"0_None",1
"490",48,40,4,997,33,34,32,"pennsylvania",2016,"pennsylvania_2016","CBS/YouGov",46,"youGov",4,"Close margin","Close margin 2016",4,"youGov",39
"491",51,39,3,709,34.5,36,33,"pennsylvania",2016,"pennsylvania_2016","NBC/WSJ/Marist",46,"MaristCollege",4,"Close margin","Close margin 2016",4,"MaristCollege",16
"492",49,43,8,890,43,53,33,"pennsylvania",2016,"pennsylvania_2016","Ipsos/Reuters",46,"Ipsos",4,"Close margin","Close margin 2016",4,"Ipsos",12
"493",57,32,2,2208,4,7,1,"new-york",2016,"new-york_2016","SurveyMonkey",47,"SurveyMonkey",4,"Strong Rep.","Strong Rep. 2016",12,"SurveyMonkey",32
"494",51,33,16,1383,12,22,2,"new-york",2016,"new-york_2016","Ipsos/Reuters",47,"Ipsos",4,"Strong Rep.","Strong Rep. 2016",12,"Ipsos",12
"495",51,34,7,617,4.5,5,4,"new-york",2016,"new-york_2016","Siena",47,"SienaResearchInstitute",4,"Strong Rep.","Strong Rep. 2016",12,"SienaResearchInstitute",29
"496",56,33,1,1734,11,14,8,"new-york",2016,"new-york_2016","SurveyMonkey",47,"SurveyMonkey",4,"Strong Rep.","Strong Rep. 2016",12,"SurveyMonkey",32
"497",58,31,2,1169,18,21,15,"new-york",2016,"new-york_2016","SurveyMonkey",47,"SurveyMonkey",4,"Strong Rep.","Strong Rep. 2016",12,"SurveyMonkey",32
"498",54,30,6,611,24,26,22,"new-york",2016,"new-york_2016","Siena",47,"SienaResearchInstitute",4,"Strong Rep.","Strong Rep. 2016",12,"SienaResearchInstitute",29
"499",53,27,20,986,36,46,26,"new-york",2016,"new-york_2016","Ipsos/Reuters",47,"Ipsos",4,"Strong Rep.","Strong Rep. 2016",12,"Ipsos",12
"500",55,31,14,1437,43,53,33,"new-york",2016,"new-york_2016","Ipsos/Reuters",47,"Ipsos",4,"Strong Rep.","Strong Rep. 2016",12,"Ipsos",12
"501",47,38,3,696,4,7,1,"new-hampshire",2016,"new-hampshire_2016","SurveyMonkey",48,"SurveyMonkey",4,"Close margin","Close margin 2016",4,"SurveyMonkey",32
"502",49,38,4,692,3.5,5,2,"new-hampshire",2016,"new-hampshire_2016","UNH/WMUR",48,"UniversityofNewHampshire",4,"Close margin","Close margin 2016",4,"UniversityofNewHampshire",35
"503",44,42,14,316,12,22,2,"new-hampshire",2016,"new-hampshire_2016","Ipsos/Reuters",48,"Ipsos",4,"Close margin","Close margin 2016",4,"Ipsos",12
"504",41,43,3,1001,6.5,7,6,"new-hampshire",2016,"new-hampshire_2016","GravisMarketing/Breitbart",48,"GravisMarketing",4,"Close margin","Close margin 2016",4,"GravisMarketing",9
"505",42,42,9,500,7,8,6,"new-hampshire",2016,"new-hampshire_2016","Suffolk/BostonGlobe",48,"SuffolkUniversity",4,"Close margin","Close margin 2016",4,"SuffolkUniversity",31
"506",43,48,4,600,7,8,6,"new-hampshire",2016,"new-hampshire_2016","ARG",48,"ARG",4,"Close margin","Close margin 2016",4,"ARG",3
"507",44,44,4,695,8.5,11,6,"new-hampshire",2016,"new-hampshire_2016","UMassLowell/7News",48,"UMassLowell",4,"Close margin","Close margin 2016",4,"0_None",1
"508",48,43,9,781,7.5,8,7,"new-hampshire",2016,"new-hampshire_2016","PPP(DCenterforAmericanProgressActionFund)",48,"PublicPolicyPolling",4,"Close margin","Close margin 2016",4,"PublicPolicyPolling",22
"509",39,40,7,500,8.5,10,7,"new-hampshire",2016,"new-hampshire_2016","MassINC/WBUR",48,"MassINC/WBUR",4,"Close margin","Close margin 2016",4,"0_None",1
"510",48,35,3,659,11,14,8,"new-hampshire",2016,"new-hampshire_2016","SurveyMonkey",48,"SurveyMonkey",4,"Close margin","Close margin 2016",4,"SurveyMonkey",32
"511",46,39,5,618,11,13,9,"new-hampshire",2016,"new-hampshire_2016","UNH/WMUR",48,"UniversityofNewHampshire",4,"Close margin","Close margin 2016",4,"UniversityofNewHampshire",35
"512",46,42,4,401,15.5,17,14,"new-hampshire",2016,"new-hampshire_2016","MonmouthUniversity",48,"MonmouthUniversity",4,"Close margin","Close margin 2016",4,"MonmouthUniversity",19
"513",47,39,2,768,17,19,15,"new-hampshire",2016,"new-hampshire_2016","NBC/WSJ/Marist",48,"MaristCollege",4,"Close margin","Close margin 2016",4,"MaristCollege",16
"514",49,37,2,779,18,21,15,"new-hampshire",2016,"new-hampshire_2016","SurveyMonkey",48,"SurveyMonkey",4,"Close margin","Close margin 2016",4,"SurveyMonkey",32
"515",43,38,4,772,20,22,18,"new-hampshire",2016,"new-hampshire_2016","UMassAmherst/WBZTV/YouGov",48,"youGov",4,"Close margin","Close margin 2016",4,"youGov",39
"516",49,34,3,755,25,28,22,"new-hampshire",2016,"new-hampshire_2016","UNH/WMUR",48,"UniversityofNewHampshire",4,"Close margin","Close margin 2016",4,"UniversityofNewHampshire",35
"517",50,43,8,569,27,31,23,"new-hampshire",2016,"new-hampshire_2016","WashPost/SurveyMonkey",48,"SurveyMonkey",4,"Close margin","Close margin 2016",4,"SurveyMonkey",32
"518",46,42,12,282,36,46,26,"new-hampshire",2016,"new-hampshire_2016","Ipsos/Reuters",48,"Ipsos",4,"Close margin","Close margin 2016",4,"Ipsos",12
"519",41,38,7,501,28,29,27,"new-hampshire",2016,"new-hampshire_2016","MassINC/WBUR",48,"MassINC/WBUR",4,"Close margin","Close margin 2016",4,"0_None",1
"520",45,39,4,517,30,32,28,"new-hampshire",2016,"new-hampshire_2016","UMassLowell/7News",48,"UMassLowell",4,"Close margin","Close margin 2016",4,"0_None",1
"521",49,40,11,293,43,53,33,"new-hampshire",2016,"new-hampshire_2016","Ipsos/Reuters",48,"Ipsos",4,"Close margin","Close margin 2016",4,"Ipsos",12
"522",44,42,8,500,35,36,34,"new-hampshire",2016,"new-hampshire_2016","Suffolk/BostonGlobe",48,"SuffolkUniversity",4,"Close margin","Close margin 2016",4,"SuffolkUniversity",31
"523",56,31,2,2712,4,7,1,"california",2016,"california_2016","SurveyMonkey",49,"SurveyMonkey",4,"Strong Rep.","Strong Rep. 2016",12,"SurveyMonkey",32
"524",54,32,7,401,3,4,2,"california",2016,"california_2016","InsightsWest",49,"InsightsWest",4,"Strong Rep.","Strong Rep. 2016",12,"0_None",1
"525",59,32,9,1393,12,22,2,"california",2016,"california_2016","Ipsos/Reuters",49,"Ipsos",4,"Strong Rep.","Strong Rep. 2016",12,"Ipsos",12
"526",56,35,4,747,9.5,11,8,"california",2016,"california_2016","SurveyUSA/KABC/SCNG",49,"SurveyUSA",4,"Strong Rep.","Strong Rep. 2016",12,"SurveyUSA",33
"527",53,33,7,1498,11,14,8,"california",2016,"california_2016","Field/UCBerkeley/YouGov",49,"FieldPoll/FRC",4,"Strong Rep.","Strong Rep. 2016",12,"0_None",1
"528",55,30,3,2505,11,14,8,"california",2016,"california_2016","SurveyMonkey",49,"SurveyMonkey",4,"Strong Rep.","Strong Rep. 2016",12,"SurveyMonkey",32
"529",54,30,7,1365,13,17,9,"california",2016,"california_2016","USC/LATimes",49,"LATimes",4,"Strong Rep.","Strong Rep. 2016",12,"LATimes",14
"530",54,31,2,1923,18,21,15,"california",2016,"california_2016","SurveyMonkey",49,"SurveyMonkey",4,"Strong Rep.","Strong Rep. 2016",12,"SurveyMonkey",32
"531",54,28,5,1012,20.5,25,16,"california",2016,"california_2016","PPIC",49,"PPIC",4,"Strong Rep.","Strong Rep. 2016",12,"0_None",1
"532",56,30,7,725,25,26,24,"california",2016,"california_2016","SurveyUSA/KABC/SCNG",49,"SurveyUSA",4,"Strong Rep.","Strong Rep. 2016",12,"SurveyUSA",33
"533",61,25,8,622,29,32,26,"california",2016,"california_2016","SacramentoState",49,"SacramentoState",4,"Strong Rep.","Strong Rep. 2016",12,"0_None",1
"534",66,22,12,1196,36,46,26,"california",2016,"california_2016","Ipsos/Reuters",49,"Ipsos",4,"Strong Rep.","Strong Rep. 2016",12,"Ipsos",12
"535",61,28,11,1885,43,53,33,"california",2016,"california_2016","Ipsos/Reuters",49,"Ipsos",4,"Strong Rep.","Strong Rep. 2016",12,"Ipsos",12
"536",47,45,2,4092,4,7,1,"florida",2016,"florida_2016","SurveyMonkey",50,"SurveyMonkey",4,"Close margin","Close margin 2016",4,"SurveyMonkey",32
"537",48,46,1,853,2.5,3,2,"florida",2016,"florida_2016","OpinionSavvy",50,"OpinionSavvy",4,"Close margin","Close margin 2016",4,"0_None",1
"538",46,45,5,884,3.5,5,2,"florida",2016,"florida_2016","Quinnipiac",50,"Quinnipiac",4,"Close margin","Close margin 2016",4,"Quinnipiac",24
"539",48,47,5,1274,12,22,2,"florida",2016,"florida_2016","Ipsos/Reuters",50,"Ipsos",4,"Close margin","Close margin 2016",4,"Ipsos",12
"540",45,45,2,1188,5,6,4,"florida",2016,"florida_2016","CBS/YouGov",50,"youGov",4,"Close margin","Close margin 2016",4,"youGov",39
"541",45,48,3,2352,6.5,7,6,"florida",2016,"florida_2016","RemingtonResearchGroup(R)/AxiomStrategies",50,"RemingtonResearchGroup(R)/AxiomStrategies",4,"Close margin","Close margin 2016",4,"RemingtonResearchGroup(R)/AxiomStrategies",26
"542",49,45,2,603,6.5,7,6,"florida",2016,"florida_2016","OpinionSavvy/Fox13/Fox35",50,"OpinionSavvy",4,"Close margin","Close margin 2016",4,"0_None",1
"543",46,45,4,626,9.5,12,7,"florida",2016,"florida_2016","Quinnipiac",50,"Quinnipiac",4,"Close margin","Close margin 2016",4,"Quinnipiac",24
"544",49,47,0,773,9.5,12,7,"florida",2016,"florida_2016","CNN",50,"CNN",4,"Close margin","Close margin 2016",4,"CNN",4
"545",46,45,2,2809,11,14,8,"florida",2016,"florida_2016","SurveyMonkey",50,"SurveyMonkey",4,"Close margin","Close margin 2016",4,"SurveyMonkey",32
"546",44,48,4,989,9,9,9,"florida",2016,"florida_2016","RemingtonResearchGroup(R)/AxiomStrategies",50,"RemingtonResearchGroup(R)/AxiomStrategies",4,"Close margin","Close margin 2016",4,"RemingtonResearchGroup(R)/AxiomStrategies",26
"547",48,40,0,718,11.5,14,9,"florida",2016,"florida_2016","TargetSmart/William&Mary",50,"TargetSmart/William&Mary",4,"Close margin","Close margin 2016",4,"0_None",1
"548",42,46,6,814,13,14,12,"florida",2016,"florida_2016","NYTUpshot/Siena",50,"SienaResearchInstitute",4,"Close margin","Close margin 2016",4,"SienaResearchInstitute",29
"549",42,46,6,698,13.5,14,13,"florida",2016,"florida_2016","DixieStrategies(R)",50,"DixieStrategies",4,"Close margin","Close margin 2016",4,"0_None",1
"550",46,46,1,779,13.5,14,13,"florida",2016,"florida_2016","NBC/WSJ/Marist",50,"MaristCollege",4,"Close margin","Close margin 2016",4,"MaristCollege",16
"551",50,37,7,1028,15,17,13,"florida",2016,"florida_2016","SaintLeoUniversity",50,"SaintLeoUniversity",4,"Close margin","Close margin 2016",4,"0_None",1
"552",46,44,6,786,16.5,19,14,"florida",2016,"florida_2016","UNF",50,"UNF",4,"Close margin","Close margin 2016",4,"0_None",1
"553",45,46,5,953,16.5,18,15,"florida",2016,"florida_2016","Bloomberg/Selzer",50,"Selzer&Co",4,"Close margin","Close margin 2016",4,"Selzer&Co",28
"554",48,45,0,1251,17,19,15,"florida",2016,"florida_2016","SurveyUSA/BayNews9/News13",50,"SurveyUSA",4,"Close margin","Close margin 2016",4,"SurveyUSA",33
"555",47,44,3,2765,18,21,15,"florida",2016,"florida_2016","SurveyMonkey",50,"SurveyMonkey",4,"Close margin","Close margin 2016",4,"SurveyMonkey",32
"556",46,46,5,1646,18,19,17,"florida",2016,"florida_2016","RemingtonResearchGroup(R)/AxiomStrategies",50,"RemingtonResearchGroup(R)/AxiomStrategies",4,"Close margin","Close margin 2016",4,"RemingtonResearchGroup(R)/AxiomStrategies",26
"557",46,43,3,1042,18.5,19,18,"florida",2016,"florida_2016","CBS/YouGov",50,"youGov",4,"Close margin","Close margin 2016",4,"youGov",39
"558",49,45,2,538,19,19,19,"florida",2016,"florida_2016","OpinionSavvy/Fox13/Fox35",50,"OpinionSavvy",4,"Close margin","Close margin 2016",4,"0_None",1
"559",45,39,8,892,21.5,22,21,"florida",2016,"florida_2016","Lucid/TheTimesPicayune",50,"Lucid/TheTimesPicayune",4,"Close margin","Close margin 2016",4,"Lucid/TheTimesPicayune",15
"560",48,44,4,660,26,29,23,"florida",2016,"florida_2016","Quinnipiac",50,"Quinnipiac",4,"Close margin","Close margin 2016",4,"Quinnipiac",24
