Dem_poll,Rep_poll,Undecided,sample_size,mean_days_to_election,start_days_to_election,end_days_to_election,state,year,state_year,pollster,state_year_id,year_id,result_margin6,rmargin_year,rmargin_year_id,pollster_grp,pollster_id,pid,Dem_vote,Rep_vote,poll_error
54,31,2,1923,18,21,15,california,2016,california_2016,SurveyMonkey,49,4,Strong Rep.,Strong Rep. 2016,12,SurveyMonkey,32,530,61.49,31.49,0.02603089848544282
54,28,5,1012,20.5,25,16,california,2016,california_2016,PPIC,49,4,Strong Rep.,Strong Rep. 2016,12,0_None,1,531,61.49,31.49,0.0027884307666480312
56,30,7,725,25,26,24,california,2016,california_2016,SurveyUSA,49,4,Strong Rep.,Strong Rep. 2016,12,SurveyUSA,33,532,61.49,31.49,0.010162225434827254
61,25,8,622,29,32,26,california,2016,california_2016,SacramentoState,49,4,Strong Rep.,Strong Rep. 2016,12,0_None,1,533,61.49,31.49,-0.04797730944889367
66,22,12,1196,36,46,26,california,2016,california_2016,Ipsos,49,4,Strong Rep.,Strong Rep. 2016,12,Ipsos,12,534,61.49,31.49,-0.08867498386749834
61,28,11,1885,43,53,33,california,2016,california_2016,Ipsos,49,4,Strong Rep.,Strong Rep. 2016,12,Ipsos,12,535,61.49,31.49,-0.024068242294464637
47,45,2,4092,4,7,1,florida,2016,florida_2016,SurveyMonkey,50,4,Close margin,Close margin 2016,4,SurveyMonkey,32,536,47.41,48.6,-0.017066836334983237
48,46,1,853,2.5,3,2,florida,2016,florida_2016,OpinionSavvy,50,4,Close margin,Close margin 2016,4,0_None,1,537,47.41,48.6,-0.01683556898993238
46,45,5,884,3.5,5,2,florida,2016,florida_2016,Quinnipiac,50,4,Close margin,Close margin 2016,4,Quinnipiac,24,538,47.41,48.6,-0.011691776612097415
48,47,5,1274,12,22,2,florida,2016,florida_2016,Ipsos,50,4,Close margin,Close margin 2016,4,Ipsos,12,539,47.41,48.6,-0.011460429012328799
45,45,2,1188,5,6,4,florida,2016,florida_2016,youGov,50,4,Close margin,Close margin 2016,4,youGov,39,540,47.41,48.6,-0.00619727111759194
45,48,3,2352,6.5,7,6,florida,2016,florida_2016,RemingtonResearchGroup(R)/AxiomStrategies,50,4,Close margin,Close margin 2016,4,RemingtonResearchGroup(R)/AxiomStrategies,26,541,47.41,48.6,0.009931761140472561
49,45,2,603,6.5,7,6,florida,2016,florida_2016,OpinionSavvy,50,4,Close margin,Close margin 2016,4,0_None,1,542,47.41,48.6,-0.027473866862272767
46,45,4,626,9.5,12,7,florida,2016,florida_2016,Quinnipiac,50,4,Close margin,Close margin 2016,4,Quinnipiac,24,543,47.41,48.6,-0.011691776612097415
49,47,0,773,9.5,12,7,florida,2016,florida_2016,CNN,50,4,Close margin,Close margin 2016,4,CNN,4,544,47.41,48.6,-0.016613937784258626
46,45,2,2809,11,14,8,florida,2016,florida_2016,SurveyMonkey,50,4,Close margin,Close margin 2016,4,SurveyMonkey,32,545,47.41,48.6,-0.011691776612097415
44,48,4,989,9,9,9,florida,2016,florida_2016,RemingtonResearchGroup(R)/AxiomStrategies,50,4,Close margin,Close margin 2016,4,RemingtonResearchGroup(R)/AxiomStrategies,26,546,47.41,48.6,0.015541859317190654
48,40,0,718,11.5,14,9,florida,2016,florida_2016,TargetSmart/William&Mary,50,4,Close margin,Close margin 2016,4,0_None,1,547,47.41,48.6,-0.05165181657213741
42,46,6,814,13,14,12,florida,2016,florida_2016,SienaResearchInstitute,50,4,Close margin,Close margin 2016,4,SienaResearchInstitute,29,548,47.41,48.6,0.016530001609680767
42,46,6,698,13.5,14,13,florida,2016,florida_2016,DixieStrategies,50,4,Close margin,Close margin 2016,4,0_None,1,549,47.41,48.6,0.016530001609680767
46,46,1,779,13.5,14,13,florida,2016,florida_2016,MaristCollege,50,4,Close margin,Close margin 2016,4,MaristCollege,16,550,47.41,48.6,-0.00619727111759194
50,37,7,1028,15,17,13,florida,2016,florida_2016,SaintLeoUniversity,50,4,Close margin,Close margin 2016,4,0_None,1,551,47.41,48.6,-0.08090991479575288
46,44,6,786,16.5,19,14,florida,2016,florida_2016,UNF,50,4,Close margin,Close margin 2016,4,0_None,1,552,47.41,48.6,-0.017308382228703068
45,46,5,953,16.5,18,15,florida,2016,florida_2016,Selzer&Co,50,4,Close margin,Close margin 2016,4,Selzer&Co,28,553,47.41,48.6,-7.027656230864654e-4
48,45,0,1251,17,19,15,florida,2016,florida_2016,SurveyUSA,50,4,Close margin,Close margin 2016,4,SurveyUSA,33,554,47.41,48.6,-0.022326303375656442
47,44,3,2765,18,21,15,florida,2016,florida_2016,SurveyMonkey,50,4,Close margin,Close margin 2016,4,SurveyMonkey,32,555,47.41,48.6,-0.02268078760110842
46,46,5,1646,18,19,17,florida,2016,florida_2016,RemingtonResearchGroup(R)/AxiomStrategies,50,4,Close margin,Close margin 2016,4,RemingtonResearchGroup(R)/AxiomStrategies,26,556,47.41,48.6,-0.00619727111759194
46,43,3,1042,18.5,19,18,florida,2016,florida_2016,youGov,50,4,Close margin,Close margin 2016,4,youGov,39,557,47.41,48.6,-0.02305120370186159
49,45,2,538,19,19,19,florida,2016,florida_2016,OpinionSavvy,50,4,Close margin,Close margin 2016,4,0_None,1,558,47.41,48.6,-0.027473866862272767
45,39,8,892,21.5,22,21,florida,2016,florida_2016,Lucid/TheTimesPicayune,50,4,Close margin,Close margin 2016,4,Lucid/TheTimesPicayune,15,559,47.41,48.6,-0.04191155683187764
48,44,4,660,26,29,23,florida,2016,florida_2016,Quinnipiac,50,4,Close margin,Close margin 2016,4,Quinnipiac,24,560,47.41,48.6,-0.027936401552374535
47,47,6,1702,27,31,23,florida,2016,florida_2016,SurveyMonkey,50,4,Close margin,Close margin 2016,4,SurveyMonkey,32,561,47.41,48.6,-0.00619727111759194
46,42,6,985,26.5,27,26,florida,2016,florida_2016,PublicPolicyPolling,50,4,Close margin,Close margin 2016,4,PublicPolicyPolling,22,562,47.41,48.6,-0.028924543844864647
46,42,10,1799,27,28,26,florida,2016,florida_2016,GravisMarketing,50,4,Close margin,Close margin 2016,4,GravisMarketing,9,563,47.41,48.6,-0.028924543844864647
48,42,10,1799,36,46,26,florida,2016,florida_2016,Ipsos,50,4,Close margin,Close margin 2016,4,Ipsos,12,564,47.41,48.6,-0.039530604450925266
42,40,11,1532,30.5,34,27,florida,2016,florida_2016,Ipsos,50,4,Close margin,Close margin 2016,4,Ipsos,12,565,47.41,48.6,-0.018392393068811463
47,44,3,533,28.5,29,28,florida,2016,florida_2016,OpinionSavvy,50,4,Close margin,Close margin 2016,4,0_None,1,566,47.41,48.6,-0.02268078760110842
49,43,7,500,32,34,30,florida,2016,florida_2016,FloridaAtlanticUniversity,50,4,Close margin,Close margin 2016,4,0_None,1,567,47.41,48.6,-0.03880596676976583
49,44,7,1360,43,53,33,florida,2016,florida_2016,Ipsos,50,4,Close margin,Close margin 2016,4,Ipsos,12,568,47.41,48.6,-0.03307899154769944
46,44,3,700,35,36,34,florida,2016,florida_2016,MaristCollege,50,4,Close margin,Close margin 2016,4,MaristCollege,16,569,47.41,48.6,-0.017308382228703068
47,40,9,661,38.5,42,35,florida,2016,florida_2016,UNF,50,4,Close margin,Close margin 2016,4,0_None,1,570,47.41,48.6,-0.04642715617506321
40,54,3,625,10,11,9,north-dakota,2012,north-dakota_2012,MasonDixon,51,3,Strong Dem.,Strong Dem. 2012,7,MasonDixon,17,571,38.69,58.32,-0.02670705147747432
40,54,4,600,19.5,20,19,north-dakota,2012,north-dakota_2012,Rasmussen,51,3,Strong Dem.,Strong Dem. 2012,7,Rasmussen,25,572,38.69,58.32,-0.02670705147747432
32,57,10,500,23.5,25,22,north-dakota,2012,north-dakota_2012,Essman/Research,51,3,Strong Dem.,Strong Dem. 2012,7,0_None,1,573,38.69,58.32,0.03927430161838985
40,54,5,625,33,34,32,north-dakota,2012,north-dakota_2012,MasonDixon,51,3,Strong Dem.,Strong Dem. 2012,7,MasonDixon,17,574,38.69,58.32,-0.02670705147747432
53,46,1,932,4,5,3,washington,2012,washington_2012,PublicPolicyPolling,52,3,Strong Rep.,Strong Rep. 2012,11,PublicPolicyPolling,22,575,55.8,41.03,0.040914150281081973
54,40,2,837,4.5,6,3,washington,2012,washington_2012,youGov,52,3,Strong Rep.,Strong Rep. 2012,11,youGov,39,576,55.8,41.03,0.0017996005282343575
57,36,4,632,12.5,19,6,washington,2012,washington_2012,UniversityofWashington,52,3,Strong Rep.,Strong Rep. 2012,11,0_None,1,577,55.8,41.03,-0.03663554017183429
52,39,5,500,18.5,20,17,washington,2012,washington_2012,Strategies360(D),52,3,Strong Rep.,Strong Rep. 2012,11,0_None,1,578,55.8,41.03,0.00483911420604588
50,45,4,574,21.5,22,21,washington,2012,washington_2012,PublicPolicyPolling,52,3,Strong Rep.,Strong Rep. 2012,11,PublicPolicyPolling,22,579,55.8,41.03,0.049951896160933096
52,43,3,644,28.5,36,21,washington,2012,washington_2012,UniversityofWashington,52,3,Strong Rep.,Strong Rep. 2012,11,0_None,1,580,55.8,41.03,0.028899264581985773
55,42,1,500,23,23,23,washington,2012,washington_2012,Rasmussen,52,3,Strong Rep.,Strong Rep. 2012,11,Rasmussen,25,581,55.8,41.03,0.009257376356266833
54,40,3,543,24,25,23,washington,2012,washington_2012,SurveyUSA,52,3,Strong Rep.,Strong Rep. 2012,11,SurveyUSA,33,582,55.8,41.03,0.0017996005282343575
56,39,3,747,29.5,33,26,washington,2012,washington_2012,youGov,52,3,Strong Rep.,Strong Rep. 2012,11,youGov,39,583,55.8,41.03,-0.013205998575908984
59,36,3,1430,4.5,6,3,new-york,2012,new-york_2012,youGov,53,3,Strong Rep.,Strong Rep. 2012,11,youGov,39,584,63.35,35.17,0.021964014787272723
62,33,2,554,13,14,12,new-york,2012,new-york_2012,SurveyUSA,53,3,Strong Rep.,Strong Rep. 2012,11,SurveyUSA,33,585,63.35,35.17,-0.009614932581148317
59,35,6,750,14,15,13,new-york,2012,new-york_2012,SienaResearchInstitute,53,3,Strong Rep.,Strong Rep. 2012,11,SienaResearchInstitute,29,586,63.35,35.17,0.015357071898134955
61,35,3,565,17.5,19,16,new-york,2012,new-york_2012,MaristCollege,53,3,Strong Rep.,Strong Rep. 2012,11,MaristCollege,16,587,63.35,35.17,0.007599979699553394
59,35,4,1403,29.5,33,26,new-york,2012,new-york_2012,youGov,53,3,Strong Rep.,Strong Rep. 2012,11,youGov,39,588,63.35,35.17,0.015357071898134955
53,41,4,987,4.5,6,3,new-jersey,2012,new-jersey_2012,youGov,54,3,Strong Rep.,Strong Rep. 2012,11,youGov,39,589,58.25,40.5,0.026043630487476432
51,41,8,601,13,14,12,new-jersey,2012,new-jersey_2012,PhiladelphiaInquirer/NationalResearch(R)/GSG(D),54,3,Strong Rep.,Strong Rep. 2012,11,0_None,1,590,58.25,40.5,0.035525591634562426
54,40,4,577,19.5,20,19,new-jersey,2012,new-jersey_2012,SurveyUSA,54,3,Strong Rep.,Strong Rep. 2012,11,SurveyUSA,33,591,58.25,40.5,0.015405332615135992
51,43,5,1319,25,27,23,new-jersey,2012,new-jersey_2012,Quinnipiac,54,3,Strong Rep.,Strong Rep. 2012,11,Quinnipiac,24,592,58.25,40.5,0.04732022623215726
54,41,3,770,29.5,33,26,new-jersey,2012,new-jersey_2012,youGov,54,3,Strong Rep.,Strong Rep. 2012,11,youGov,39,593,58.25,40.5,0.02145236508994003
51,40,10,604,31,33,29,new-jersey,2012,new-jersey_2012,PhiladelphiaInquirer/NationalResearch(R)/GSG(D),54,3,Strong Rep.,Strong Rep. 2012,11,0_None,1,594,58.25,40.5,0.02943385728195852
45,52,3,836,3.5,4,3,montana,2012,montana_2012,PublicPolicyPolling,55,3,Strong Dem.,Strong Dem. 2012,7,PublicPolicyPolling,22,595,41.66,55.3,-0.0342558096015787
43,53,2,625,7,8,6,montana,2012,montana_2012,MasonDixon,55,3,Strong Dem.,Strong Dem. 2012,7,MasonDixon,17,596,41.66,55.3,-0.018254950495049438
43,53,4,500,8,8,8,montana,2012,montana_2012,Rasmussen,55,3,Strong Dem.,Strong Dem. 2012,7,Rasmussen,25,597,41.66,55.3,-0.018254950495049438
43,53,4,806,21.5,22,21,montana,2012,montana_2012,PublicPolicyPolling,55,3,Strong Dem.,Strong Dem. 2012,7,PublicPolicyPolling,22,598,41.66,55.3,-0.018254950495049438
45,53,1,500,23,23,23,montana,2012,montana_2012,Rasmussen,55,3,Strong Dem.,Strong Dem. 2012,7,Rasmussen,25,599,41.66,55.3,-0.029521957297770518
41,52,6,737,28,29,27,montana,2012,montana_2012,PublicPolicyPolling,55,3,Strong Dem.,Strong Dem. 2012,7,PublicPolicyPolling,22,600,41.66,55.3,-0.011198498882146302
57,37,4,800,4.5,6,3,massachusetts,2012,massachusetts_2012,UMassLowell,56,3,Strong Rep.,Strong Rep. 2012,11,0_None,1,601,60.67,37.52,0.011500716153874435
57,37,3,811,4.5,6,3,massachusetts,2012,massachusetts_2012,youGov,56,3,Strong Rep.,Strong Rep. 2012,11,youGov,39,602,60.67,37.52,0.011500716153874435
57,42,2,1089,4.5,5,4,massachusetts,2012,massachusetts_2012,PublicPolicyPolling,56,3,Strong Rep.,Strong Rep. 2012,11,PublicPolicyPolling,22,603,60.67,37.52,0.04212611911970293
58,40,2,535,8,11,5,massachusetts,2012,massachusetts_2012,WNEU,56,3,Strong Rep.,Strong Rep. 2012,11,0_None,1,604,60.67,37.52,0.026046960183401136
63,31,3,600,10.5,12,9,massachusetts,2012,massachusetts_2012,SuffolkUniversity,56,3,Strong Rep.,Strong Rep. 2012,11,SuffolkUniversity,31,605,60.67,37.52,-0.052329071080168155
59,40,1,500,12,12,12,massachusetts,2012,massachusetts_2012,Rasmussen,56,3,Strong Rep.,Strong Rep. 2012,11,Rasmussen,25,606,60.67,37.52,0.02192409891768271
56,36,7,516,15.5,16,15,massachusetts,2012,massachusetts_2012,MassINC/WBUR,56,3,Strong Rep.,Strong Rep. 2012,11,0_None,1,607,60.67,37.52,0.009188042703365651
55,39,6,761,17.5,19,16,massachusetts,2012,massachusetts_2012,KimballPoliticalConsulting(R),56,3,Strong Rep.,Strong Rep. 2012,11,0_None,1,608,60.67,37.52,0.03277731189855526
55,41,4,1051,27,28,26,massachusetts,2012,massachusetts_2012,PublicPolicyPolling,56,3,Strong Rep.,Strong Rep. 2012,11,PublicPolicyPolling,22,609,60.67,37.52,0.04496702821061199
55,36,5,669,29.5,33,26,massachusetts,2012,massachusetts_2012,youGov,56,3,Strong Rep.,Strong Rep. 2012,11,youGov,39,610,60.67,37.52,0.013488090481674264
57,42,1,500,27,27,27,massachusetts,2012,massachusetts_2012,Rasmussen,56,3,Strong Rep.,Strong Rep. 2012,11,Rasmussen,25,611,60.67,37.52,0.04212611911970293
55,34,9,437,32,35,29,massachusetts,2012,massachusetts_2012,youGov,56,3,Strong Rep.,Strong Rep. 2012,11,youGov,39,612,60.67,37.52,-9.383321260897359e-5
52,36,10,501,31,32,30,massachusetts,2012,massachusetts_2012,MassINC/WBUR,56,3,Strong Rep.,Strong Rep. 2012,11,0_None,1,613,60.67,37.52,0.026974603968187794
44,51,4,768,4.5,6,3,indiana,2012,indiana_2012,youGov,57,3,Strong Dem.,Strong Dem. 2012,7,youGov,39,614,43.84,54.04,-0.015262512636310843
43,52,4,600,5,5,5,indiana,2012,indiana_2012,Rasmussen,57,3,Strong Dem.,Strong Dem. 2012,7,Rasmussen,25,615,43.84,54.04,-0.004736196846837126
41,54,5,600,5.5,6,5,indiana,2012,indiana_2012,McLaughlin,57,3,Strong Dem.,Strong Dem. 2012,7,0_None,1,616,43.84,54.04,0.016316434732110197
39,57,4,600,7.5,8,7,indiana,2012,indiana_2012,McLaughlin,57,3,Strong Dem.,Strong Dem. 2012,7,0_None,1,617,43.84,54.04,0.04164538210053126
41,55,4,600,12.5,13,12,indiana,2012,indiana_2012,McLaughlin,57,3,Strong Dem.,Strong Dem. 2012,7,0_None,1,618,43.84,54.04,0.020812048767197888
41,54,4,600,26.5,27,26,indiana,2012,indiana_2012,Rasmussen,57,3,Strong Dem.,Strong Dem. 2012,7,Rasmussen,25,619,43.84,54.04,0.016316434732110197
41,53,3,494,29.5,33,26,indiana,2012,indiana_2012,youGov,57,3,Strong Dem.,Strong Dem. 2012,7,youGov,39,620,43.84,54.04,0.011725169334573793
44,52,2,1070,4.5,6,3,georgia,2012,georgia_2012,youGov,58,3,Strong Dem.,Strong Dem. 2012,7,youGov,39,621,45.39,53.19,0.0021048894299046106
46,52,1,1316,7,8,6,georgia,2012,georgia_2012,20/20Insight(DBetterGeorgia),58,3,Strong Dem.,Strong Dem. 2012,7,0_None,1,622,45.39,53.19,-0.008949532338802801
44,52,2,574,10.5,12,9,georgia,2012,georgia_2012,SurveyUSA,58,3,Strong Dem.,Strong Dem. 2012,7,SurveyUSA,33,623,45.39,53.19,0.0021048894299046106
43,51,5,706,27.5,29,26,georgia,2012,georgia_2012,AbtSRBIInc/AtlantaJournalConstitution,58,3,Strong Dem.,Strong Dem. 2012,7,0_None,1,624,45.39,53.19,0.0029914142525996334
44,52,3,776,29.5,33,26,georgia,2012,georgia_2012,youGov,58,3,Strong Dem.,Strong Dem. 2012,7,youGov,39,625,45.39,53.19,0.0021048894299046106
54,39,5,895,4.5,6,3,connecticut,2012,connecticut_2012,youGov,59,3,Strong Rep.,Strong Rep. 2012,11,youGov,39,626,58.06,40.72,0.007125642516116026
55,42,3,1220,4.5,5,4,connecticut,2012,connecticut_2012,PublicPolicyPolling,59,3,Strong Rep.,Strong Rep. 2012,11,PublicPolicyPolling,22,627,58.06,40.72,0.02076049452808809
55,41,4,1412,16.5,18,15,connecticut,2012,connecticut_2012,Quinnipiac,59,3,Strong Rep.,Strong Rep. 2012,11,Quinnipiac,24,628,58.06,40.72,0.014854137139771906
52,45,2,500,16,16,16,connecticut,2012,connecticut_2012,Rasmussen,59,3,Strong Rep.,Strong Rep. 2012,11,Rasmussen,25,629,58.06,40.72,0.051688329579634484
53,40,4,575,17,18,16,connecticut,2012,connecticut_2012,SurveyUSA,59,3,Strong Rep.,Strong Rep. 2012,11,SurveyUSA,33,630,58.06,40.72,0.017878330688159028
53,44,4,1015,21.5,22,21,connecticut,2012,connecticut_2012,PublicPolicyPolling,59,3,Strong Rep.,Strong Rep. 2012,11,PublicPolicyPolling,22,631,58.06,40.72,0.041379051229119
53,38,7,552,28,33,23,connecticut,2012,connecticut_2012,SienaResearchInstitute,59,3,Strong Rep.,Strong Rep. 2012,11,SienaResearchInstitute,29,632,58.06,40.72,0.005353221388856189
53,39,5,434,29.5,33,26,connecticut,2012,connecticut_2012,youGov,59,3,Strong Rep.,Strong Rep. 2012,11,youGov,39,633,58.06,40.72,0.011683847284699456
51,45,3,500,30,30,30,connecticut,2012,connecticut_2012,Rasmussen,59,3,Strong Rep.,Strong Rep. 2012,11,Rasmussen,25,634,58.06,40.72,0.05652080380643859
54,42,4,1696,37,39,35,connecticut,2012,connecticut_2012,Quinnipiac,59,3,Strong Rep.,Strong Rep. 2012,11,Quinnipiac,24,635,58.06,40.72,0.02527080380643859
55,40,2,1575,4.5,6,3,california,2012,california_2012,youGov,60,3,Strong Rep.,Strong Rep. 2012,11,youGov,39,636,60.16,37.07,0.03979170388173453
54,39,5,1566,13.5,20,7,california,2012,california_2012,FieldPoll/FRC,60,3,Strong Rep.,Strong Rep. 2012,11,0_None,1,637,60.16,37.07,0.03809391101246462
56,33,7,2115,12.5,16,9,california,2012,california_2012,CBRT/Pepperdine/M4,60,3,Strong Rep.,Strong Rep. 2012,11,0_None,1,638,60.16,37.07,-0.010474410843280213
55,39,2,1440,19,22,16,california,2012,california_2012,LATimes,60,3,Strong Rep.,Strong Rep. 2012,11,LATimes,14,639,60.16,37.07,0.03363268932406377
53,41,4,993,19.5,23,16,california,2012,california_2012,PPIC,60,3,Strong Rep.,Strong Rep. 2012,11,0_None,1,640,60.16,37.07,0.05490928506874465
53,38,5,508,24,26,22,california,2012,california_2012,Reason/Rupe,60,3,Strong Rep.,Strong Rep. 2012,11,0_None,1,641,60.16,37.07,0.03632148988520478
58,39,1,1169,29.5,33,26,california,2012,california_2012,youGov,60,3,Strong Rep.,Strong Rep. 2012,11,youGov,39,642,60.16,37.07,0.020800927972890293
54,33,9,830,28.5,30,27,california,2012,california_2012,CBRT/Pepperdine/M4,60,3,Strong Rep.,Strong Rep. 2012,11,0_None,1,643,60.16,37.07,-0.001950582869626627
53,39,4,539,29,30,28,california,2012,california_2012,SurveyUSA,60,3,Strong Rep.,Strong Rep. 2012,11,SurveyUSA,33,644,60.16,37.07,0.04265211578104805
51,48,1,1256,3.5,4,3,wisconsin,2012,wisconsin_2012,PublicPolicyPolling,61,3,Strong Rep.,Strong Rep. 2012,11,PublicPolicyPolling,22,645,52.83,45.89,0.01999840381120771
50,46,3,1225,4.5,6,3,wisconsin,2012,wisconsin_2012,youGov,61,3,Strong Rep.,Strong Rep. 2012,11,youGov,39,646,52.83,45.89,0.014316585629389533
48,42,8,500,4.5,5,4,wisconsin,2012,wisconsin_2012,GroveInsight,61,3,Strong Rep.,Strong Rep. 2012,11,GroveInsight,10,647,52.83,45.89,0.0018165856293895222
49,48,2,1e3,7,7,7,wisconsin,2012,wisconsin_2012,PulseOpinionResearch/LetFreedomRing(R),61,3,Strong Rep.,Strong Rep. 2012,11,PulseOpinionResearch/LetFreedomRing(R),23,648,52.83,45.89,0.029995279787465134
51,46,3,825,7.5,8,7,wisconsin,2012,wisconsin_2012,PublicPolicyPolling,61,3,Strong Rep.,Strong Rep. 2012,11,PublicPolicyPolling,22,649,52.83,45.89,0.009376723086434169
49,49,2,750,8,8,8,wisconsin,2012,wisconsin_2012,Rasmussen,61,3,Strong Rep.,Strong Rep. 2012,11,Rasmussen,25,650,52.83,45.89,0.03514991896272285
49,46,3,1065,8.5,9,8,wisconsin,2012,wisconsin_2012,MaristCollege,61,3,Strong Rep.,Strong Rep. 2012,11,MaristCollege,16,651,52.83,45.89,0.019360445278512328
51,43,3,1243,10.5,12,9,wisconsin,2012,wisconsin_2012,MarquetteLawSchool,61,3,Strong Rep.,Strong Rep. 2012,11,0_None,1,652,52.83,45.89,-0.00740327252663886
49,49,2,500,12,12,12,wisconsin,2012,wisconsin_2012,Rasmussen,61,3,Strong Rep.,Strong Rep. 2012,11,Rasmussen,25,653,52.83,45.89,0.03514991896272285
48,43,9,500,12.5,13,12,wisconsin,2012,wisconsin_2012,GroveInsight,61,3,Strong Rep.,Strong Rep. 2012,11,GroveInsight,10,654,52.83,45.89,0.007677391490195362
51,45,4,827,13.5,14,13,wisconsin,2012,wisconsin_2012,PublicPolicyPolling,61,3,Strong Rep.,Strong Rep. 2012,11,PublicPolicyPolling,22,655,52.83,45.89,0.003899918962722848
50,48,0,500,19,19,19,wisconsin,2012,wisconsin_2012,Rasmussen,61,3,Strong Rep.,Strong Rep. 2012,11,Rasmussen,25,656,52.83,45.89,0.024945837330069776
47,44,8,500,19.5,20,19,wisconsin,2012,wisconsin_2012,GroveInsight,61,3,Strong Rep.,Strong Rep. 2012,11,GroveInsight,10,657,52.83,45.89,0.018666402479206368
51,45,3,1013,21,22,20,wisconsin,2012,wisconsin_2012,MaristCollege,61,3,Strong Rep.,Strong Rep. 2012,11,MaristCollege,16,658,52.83,45.89,0.003899918962722848
50,47,2,1e3,22,22,22,wisconsin,2012,wisconsin_2012,PulseOpinionResearch/LetFreedomRing(R),61,3,Strong Rep.,Strong Rep. 2012,11,PulseOpinionResearch/LetFreedomRing(R),23,659,52.83,45.89,0.01968600143694965
49,48,2,870,24.5,26,23,wisconsin,2012,wisconsin_2012,MarquetteLawSchool,61,3,Strong Rep.,Strong Rep. 2012,11,0_None,1,660,52.83,45.89,0.029995279787465134
51,47,2,638,29.5,33,26,wisconsin,2012,wisconsin_2012,youGov,61,3,Strong Rep.,Strong Rep. 2012,11,youGov,39,661,52.83,45.89,0.014741755697416703
50,47,3,1327,30.5,33,28,wisconsin,2012,wisconsin_2012,Quinnipiac,61,3,Strong Rep.,Strong Rep. 2012,11,Quinnipiac,24,662,52.83,45.89,0.01968600143694965
50,46,2,1e3,29,29,29,wisconsin,2012,wisconsin_2012,PulseOpinionResearch/LetFreedomRing(R),61,3,Strong Rep.,Strong Rep. 2012,11,PulseOpinionResearch/LetFreedomRing(R),23,663,52.83,45.89,0.014316585629389533
49,47,3,979,32,33,31,wisconsin,2012,wisconsin_2012,PublicPolicyPolling,61,3,Strong Rep.,Strong Rep. 2012,11,PublicPolicyPolling,22,664,52.83,45.89,0.024733252296056163
48,46,5,828,2,3,1,virginia,2012,virginia_2012,Ipsos,62,3,Close margin,Close margin 2012,3,Ipsos,12,665,51.16,47.28,0.009069138129284893
48,50,1,750,2,2,2,virginia,2012,virginia_2012,Rasmussen,62,3,Close margin,Close margin 2012,3,Rasmussen,25,666,51.16,47.28,0.029911517634278406
51,47,1,975,2.5,3,2,virginia,2012,virginia_2012,PublicPolicyPolling,62,3,Close margin,Close margin 2012,3,PublicPolicyPolling,22,667,51.16,47.28,-7.007272636808115e-4
52,44,4,814,3,4,2,virginia,2012,virginia_2012,JZAnalytics/Newsmax,62,3,Close margin,Close margin 2012,3,JZAnalytics/Newsmax,13,668,51.16,47.28,-0.02195923066504135
48,46,5,1497,4.5,6,3,virginia,2012,virginia_2012,youGov,62,3,Close margin,Close margin 2012,3,youGov,39,669,51.16,47.28,0.009069138129284893
48,47,3,1165,4.5,5,4,virginia,2012,virginia_2012,MaristCollege,62,3,Close margin,Close margin 2012,3,MaristCollege,16,670,51.16,47.28,0.014444278106888475
48,45,2,1065,5,6,4,virginia,2012,virginia_2012,Ipsos,62,3,Close margin,Close margin 2012,3,Ipsos,12,671,51.16,47.28,0.003578403743560832
48,45,4,800,5.5,7,4,virginia,2012,virginia_2012,Mellman(DAmericansUnitedforChange),62,3,Close margin,Close margin 2012,3,Mellman(DAmericansUnitedforChange),18,672,51.16,47.28,0.003578403743560832
49,46,4,600,6.5,7,6,virginia,2012,virginia_2012,PublicPolicyPolling,62,3,Close margin,Close margin 2012,3,PublicPolicyPolling,22,673,51.16,47.28,0.003917962317414814
49,48,3,1e3,7,7,7,virginia,2012,virginia_2012,PulseOpinionResearch/LetFreedomRing(R),62,3,Close margin,Close margin 2012,3,PulseOpinionResearch/LetFreedomRing(R),23,674,51.16,47.28,0.01455279682636762
47,48,6,800,8,9,7,virginia,2012,virginia_2012,JZAnalytics/Newsmax,62,3,Close margin,Close margin 2012,3,JZAnalytics/Newsmax,13,675,51.16,47.28,0.024970593896362192
49,47,3,1074,11.5,14,9,virginia,2012,virginia_2012,Quinnipiac,62,3,Close margin,Close margin 2012,3,Quinnipiac,24,676,51.16,47.28,0.009290769334958648
48,48,4,645,11,11,11,virginia,2012,virginia_2012,GravisMarketing,62,3,Close margin,Close margin 2012,3,GravisMarketing,9,677,51.16,47.28,0.019707436001625334
44,50,3,638,12.5,14,11,virginia,2012,virginia_2012,RoanokeCollege,62,3,Close margin,Close margin 2012,3,0_None,1,678,51.16,47.28,0.0516223296186466
51,47,2,1228,13,15,11,virginia,2012,virginia_2012,WashingtonPost,62,3,Close margin,Close margin 2012,3,0_None,1,679,51.16,47.28,-7.007272636808115e-4
47,47,7,600,13,14,12,virginia,2012,virginia_2012,PurpleStrategies,62,3,Close margin,Close margin 2012,3,0_None,1,680,51.16,47.28,0.019707436001625334
48,50,1,750,13,13,13,virginia,2012,virginia_2012,Rasmussen,62,3,Close margin,Close margin 2012,3,Rasmussen,25,681,51.16,47.28,0.029911517634278406
44,46,7,1126,13.5,14,13,virginia,2012,virginia_2012,FOX,62,3,Close margin,Close margin 2012,3,0_None,1,682,51.16,47.28,0.030818547112736405
